osm_id,lat,lon,category,name,shop,amenity,cuisine,llm_category
702964697,51.4864057,-0.2713174,independent_fresh_food,Grove Park Deli,deli,,,independent_fresh_food
705256257,51.4657865,-0.1256788,independent_fresh_food,Old Post Office Bakery,bakery,,,independent_fresh_food
730776942,51.5083861,-0.1948552,independent_fresh_food,Caviar Artisan,deli,,,independent_fresh_food
740946102,51.584939,-0.063887,independent_fresh_food,The Deli Co,deli,,,independent_fresh_food
759818285,51.5706786,-0.0953225,independent_fresh_food,Sharons Bakery,bakery,,,independent_fresh_food
821344049,51.5111492,-0.1247778,independent_fresh_food,Paul,bakery,,,fast_food
823341263,51.4820203,-0.1996361,independent_fresh_food,Tariq Halal Meats,butcher,,,independent_fresh_food
830364390,51.619099,-0.1129288,independent_fresh_food,Holtwhites Bakery & Deli,bakery,,,independent_fresh_food
835833799,51.3566124,-0.2159771,independent_fresh_food,Pouchkines Patisserie,bakery,,,independent_fresh_food
835909442,51.3577496,-0.2178042,independent_fresh_food,S M Pinegar,butcher,,,independent_fresh_food
835911634,51.3581333,-0.2166262,independent_fresh_food,Michaels Greengrocers,greengrocer,,,independent_fresh_food
836831668,51.3592366,-0.2170597,independent_fresh_food,La Petite Boulangerie,bakery,cafe,,independent_fresh_food
842436212,51.5653386,-0.1347491,independent_fresh_food,Unknown,greengrocer,,,independent_fresh_food
857695363,51.5801874,-0.0994776,independent_fresh_food,Umut Meat,butcher,,,independent_fresh_food
885381927,51.6529233,-0.0803845,independent_fresh_food,Unknown,bakery,,,independent_fresh_food
893489168,51.5192018,-0.1171771,independent_fresh_food,Hardel,greengrocer,,,independent_fresh_food
893491085,51.653893,-0.4493013,independent_fresh_food,Grocer on the Green,greengrocer,,,independent_fresh_food
908423736,51.5004206,-0.0977449,independent_fresh_food,The Fruit Tree,greengrocer,,,independent_fresh_food
908429883,51.5006608,-0.0976774,independent_fresh_food,Mustard,bakery,,,independent_fresh_food
918948808,51.5257092,-0.1787829,independent_fresh_food,Provenance Village Butcher,butcher,,,independent_fresh_food
931634225,51.5393072,-0.1431807,independent_fresh_food,Holland & Barrett,health_food,,,other
931673380,51.5408208,-0.1576464,independent_fresh_food,Shepherd Foods,deli,,,independent_fresh_food
970857084,51.5177849,-0.1272854,independent_fresh_food,Gail's,bakery,,,independent_fresh_food
983393989,51.5337404,-0.1717014,independent_fresh_food,GAIL's Bakery,bakery,cafe,,fast_food
1071114073,51.6629082,-0.077819,independent_fresh_food,Greggs,bakery,fast_food,sandwich;bakery,fast_food
1148916805,51.5144696,-0.2005732,independent_fresh_food,Daylesford Farmshop & Café,farm,,,independent_fresh_food
1149900604,51.5657595,-0.1342948,independent_fresh_food,Wenzel's,bakery,,,independent_fresh_food
1171822018,51.5459146,-0.179223,independent_fresh_food,Natural Natural,deli,,japanese,independent_fresh_food
1207115952,51.4933282,-0.1680888,independent_fresh_food,Daylesford,farm,,,independent_fresh_food
1216002602,51.6477735,0.0832373,independent_fresh_food,Unknown,butcher,,,independent_fresh_food
1230535068,51.5153335,-0.1931567,independent_fresh_food,Bens,greengrocer,,,independent_fresh_food
1258483211,51.4987831,-0.1766678,independent_fresh_food,The Pantry,health_food,,,independent_fresh_food
1272340769,51.667388,-0.4172043,independent_fresh_food,Leon's Fruit Shop,greengrocer,,,independent_fresh_food
1280484098,51.2960464,-0.3549993,independent_fresh_food,the bakery [Watsons],bakery,,,independent_fresh_food
1280484107,51.2963839,-0.3558683,independent_fresh_food,Willian Dyer,butcher,,,independent_fresh_food
1288208174,51.6590665,-0.0876977,independent_fresh_food,Holtwhites Bakery,bakery,,,independent_fresh_food
1290665509,51.5949349,-0.384149,independent_fresh_food,Wenzel's,bakery,fast_food,sandwich,fast_food
1312678765,51.5950835,-0.3844047,independent_fresh_food,Hilton & Family,butcher,,,independent_fresh_food
1312678943,51.5952852,-0.3848346,independent_fresh_food,Bread of Life,bakery,,,independent_fresh_food
1312736617,51.6296618,-0.4336951,independent_fresh_food,Tolly & Sons Ltd,butcher,,,independent_fresh_food
1314275406,51.6491189,-0.1288261,independent_fresh_food,F Norman,butcher,,,independent_fresh_food
1321888821,51.5417427,-0.0004439,independent_fresh_food,Tariq Halal Meats,butcher,,,independent_fresh_food
1321939432,51.5415976,-0.0006022,independent_fresh_food,Apple Jacks,health_food,,,independent_fresh_food
1322039123,51.5413223,0.0003473,independent_fresh_food,Holland & Barrett,health_food,,,other
1322039147,51.5411456,0.0008596,independent_fresh_food,K. Parsons Butchers,butcher,,,independent_fresh_food
1331753903,51.5797042,-0.3367093,independent_fresh_food,Premier Fruits,greengrocer,,,independent_fresh_food
1331753909,51.5796685,-0.3368741,independent_fresh_food,Wenzel's,bakery,,,independent_fresh_food
1337504285,51.5392487,0.0570929,independent_fresh_food,Khan Halal Meat,butcher,,,independent_fresh_food
1343966847,51.5290449,-0.110453,independent_fresh_food,Johnny Schnitzel @ Myddelton's Deli,deli,,,independent_fresh_food
1391515910,51.5527978,-0.2381461,independent_fresh_food,Greengrocer,greengrocer,,,independent_fresh_food
1394227267,51.4957778,-0.1439737,independent_fresh_food,Ditch,bakery,,,independent_fresh_food
1412069426,51.5162955,-0.1393858,independent_fresh_food,Ole & Steen,bakery,,,independent_fresh_food
1420456388,51.4986483,-0.2007247,independent_fresh_food,Unknown,bakery,,,independent_fresh_food
1420456394,51.4989153,-0.1997826,independent_fresh_food,GAIL's,bakery,cafe,,fast_food
1439203778,51.4755092,-0.3946986,independent_fresh_food,Spicy Mary,deli,,,independent_fresh_food
1459143126,51.5438316,-0.0085144,independent_fresh_food,Joe Blake's,bakery,,,independent_fresh_food
1489585775,51.5784467,-0.3340504,independent_fresh_food,Miriam's Munchies,bakery,,,independent_fresh_food
1490039256,51.5806905,-0.334183,independent_fresh_food,Fish & Meat,butcher,,,independent_fresh_food
1490044830,51.5809877,-0.3364043,independent_fresh_food,Holland & Barrett,health_food,,,other
1494347952,51.5644575,-0.3533735,independent_fresh_food,Wenzel's,bakery,,,independent_fresh_food
1494859658,51.5550672,-0.3154735,independent_fresh_food,Wenzel's,bakery,,,independent_fresh_food
1502294914,51.3168183,-0.3047096,independent_fresh_food,William Dyer Butchers,butcher,,,independent_fresh_food
1502294942,51.3163803,-0.3048055,independent_fresh_food,Card's,greengrocer,,,independent_fresh_food
1502294971,51.3168535,-0.3046533,independent_fresh_food,Allison's Bakery,bakery,,,independent_fresh_food
1508663635,51.5801433,-0.334857,independent_fresh_food,AngelCake,bakery,,,independent_fresh_food
1540888774,51.5592243,-0.1165427,independent_fresh_food,Al Rahma,butcher,,,independent_fresh_food
1540888878,51.5591842,-0.1165993,independent_fresh_food,Seven Sisters Greengrocers,greengrocer,,,independent_fresh_food
1540952662,51.580191,-0.1237649,independent_fresh_food,Freemans,butcher,,,independent_fresh_food
1598304259,51.6469757,-0.2150083,independent_fresh_food,Bells Hill Bakery,bakery,,,independent_fresh_food
1611084667,51.5010686,-0.1196728,independent_fresh_food,AJI,bakery,,,independent_fresh_food
1634404179,51.6550346,-0.2015562,independent_fresh_food,Greggs,bakery,fast_food,sandwich;bakery,fast_food
1637182726,51.6420114,-0.0964246,independent_fresh_food,M. Peatchey,butcher,,,independent_fresh_food
1639069632,51.3727539,-0.1685066,independent_fresh_food,Scotts Butchers,butcher,,,independent_fresh_food
1639764236,51.538902,-0.102115,independent_fresh_food,Paul,bakery,restaurant,french,fast_food
1640218858,51.6510961,-0.0836179,independent_fresh_food,Holland & Barrett,health_food,,,other
1656996304,51.5179702,-0.026245,independent_fresh_food,Ali Halal Grocers,greengrocer,,,independent_fresh_food
1657769222,51.5312533,-0.1065449,independent_fresh_food,The Hummingbird Bakery,bakery,,,independent_fresh_food
1668506603,51.4940495,-0.1743645,independent_fresh_food,Bread Ahead,bakery,,,independent_fresh_food
1668506632,51.4942809,-0.1743407,independent_fresh_food,Viandas,butcher,,,independent_fresh_food
1675133688,51.4757695,-0.0372764,independent_fresh_food,New Cross Butchers,butcher,,,independent_fresh_food
1676794564,51.4756875,-0.0377872,independent_fresh_food,Beirut Bakery,bakery,,,independent_fresh_food
1686126299,51.3829033,-0.1878355,independent_fresh_food,Seecta Fruits,greengrocer,,,independent_fresh_food
1704573046,51.3657112,-0.1859305,independent_fresh_food,Village Bakers,bakery,,,independent_fresh_food
1723647456,51.5841146,-0.0242932,independent_fresh_food,Greggs,bakery,fast_food,sandwich;bakery,fast_food
1726060071,51.3643613,-0.298551,independent_fresh_food,Greggs,bakery,fast_food,sandwich;bakery,fast_food
1727879164,51.3071941,-0.1206831,independent_fresh_food,Tudor Bakery,bakery,,,independent_fresh_food
1733924968,51.4549448,-0.1198071,independent_fresh_food,Adams Bakery,bakery,,,independent_fresh_food
1760658806,51.4615794,-0.1739587,independent_fresh_food,The Butchers Table,butcher,,,independent_fresh_food
1761451871,51.5831717,-0.026311,independent_fresh_food,Polski Shop,deli,,,independent_fresh_food
1777189052,51.597102,0.0946473,independent_fresh_food,Forest Farm Shop,greengrocer,,,independent_fresh_food
1794934695,51.4938086,-0.1461657,independent_fresh_food,Revital Health Place,health_food,,,other
1852972777,51.4010424,-0.2561088,independent_fresh_food,Manuels,bakery,,,independent_fresh_food
1893971979,51.5743158,-0.0728302,independent_fresh_food,Fresh n' Fruity,greengrocer,,,independent_fresh_food
1895612794,51.5723762,-0.0723696,independent_fresh_food,Royal Meats,butcher,,,independent_fresh_food
1895612803,51.5725854,-0.0723079,independent_fresh_food,Sharon's Bakery,bakery,,,independent_fresh_food
1932839532,51.4611077,-0.162809,independent_fresh_food,August Bakery,bakery,,,independent_fresh_food
1933542577,51.3607106,0.0880722,independent_fresh_food,Porters Produce,greengrocer,,,independent_fresh_food
1933542589,51.3606252,0.0878254,independent_fresh_food,Rolands Bakery,bakery,,,independent_fresh_food
1958644319,51.4576431,-0.1660245,independent_fresh_food,Windfall Natural,health_food,,,independent_fresh_food
1968296874,51.4584945,-0.1662904,independent_fresh_food,GAIL's,bakery,,,chain_supermarket
1991715643,51.4427878,-0.1885784,independent_fresh_food,Manuels,bakery,,,independent_fresh_food
1993188848,51.5849924,-0.2805061,independent_fresh_food,Kingsbury Halal Butchers,butcher,,,independent_fresh_food
2027164035,51.5908649,-0.103594,independent_fresh_food,Tugra Baklava,bakery,,,independent_fresh_food
2027196656,51.592732,-0.1059251,independent_fresh_food,Holland & Barrett,health_food,,,other
2061652256,51.4659881,-0.0569218,independent_fresh_food,Ayres,bakery,,,independent_fresh_food
2075797991,51.540766,-0.291322,independent_fresh_food,Unknown,bakery,,,independent_fresh_food
2076895460,51.3752334,-0.1024129,independent_fresh_food,Le Petit Pain,bakery,,,independent_fresh_food
2091312825,51.5915204,0.0280989,independent_fresh_food,Kistruck's,bakery,,,independent_fresh_food
2096693606,51.4990056,-0.0740078,independent_fresh_food,O'Shea's Butchery,butcher,,,independent_fresh_food
2096693607,51.4998375,-0.0755849,independent_fresh_food,St John Bakery,bakery,,,independent_fresh_food
2103297805,51.3713813,-0.1005965,independent_fresh_food,Mleczko Delikatsey,deli,,,independent_fresh_food
2103297837,51.3714371,-0.1006147,independent_fresh_food,Greggs,bakery,fast_food,sandwich;bakery,fast_food
2147605893,51.4552324,-0.0160612,independent_fresh_food,H Hirst & Sons,bakery,,,independent_fresh_food
2195758629,51.6289652,0.3224761,independent_fresh_food,Unknown,butcher,,,independent_fresh_food
2216576544,51.52868,-0.1445139,independent_fresh_food,Regent's Natural,bakery,,,independent_fresh_food
2242929314,51.4896264,-0.163706,independent_fresh_food,Paul,bakery,,,fast_food
2271300971,51.5870062,-0.0032489,independent_fresh_food,Bayer Food Centre,greengrocer,,,independent_fresh_food
2273789386,51.5155881,-0.1753992,independent_fresh_food,Bagel Factory,bakery,,,fast_food
2280660591,51.6465297,-0.4559786,independent_fresh_food,The Old Bakery,bakery,,,independent_fresh_food
2284359778,51.6717897,0.1015805,independent_fresh_food,Theydon Bois Bakery,bakery,,,independent_fresh_food
2284359869,51.6716668,0.1006637,independent_fresh_food,J. Phillips,butcher,,,independent_fresh_food
2288483880,51.2913638,-0.1743027,independent_fresh_food,Back To Nature Farm Shop,farm,,,independent_fresh_food
2290169593,51.4954411,-0.0466876,independent_fresh_food,Holland & Barrett,health_food,,,other
2290216901,51.5777511,0.0266094,independent_fresh_food,Harveys,greengrocer,,,independent_fresh_food
2290249802,51.5778714,0.0265124,independent_fresh_food,The Ginger Pig,butcher,,,independent_fresh_food
2294699884,51.5580532,-0.3355796,independent_fresh_food,Mleczko Delikatesy,deli,,,independent_fresh_food
2315157085,51.4131217,0.1370011,independent_fresh_food,Honeydale Farm,farm,,,independent_fresh_food
2320400213,51.4221389,-0.1057699,independent_fresh_food,Crown Bakery,bakery,,,independent_fresh_food
2323839026,51.514585,-0.1609444,independent_fresh_food,GAIL's,bakery,,,chain_supermarket
2324188799,51.3948746,-0.4490255,independent_fresh_food,Daines & Gray,butcher,,,independent_fresh_food
2328181093,51.3934842,-0.3030499,independent_fresh_food,Pickled Pantry,deli,,,independent_fresh_food
2341125364,51.6140826,-0.1770096,independent_fresh_food,Boulagerie Joie de Vie,bakery,cafe,,independent_fresh_food
2347285283,51.4869066,-0.1699164,independent_fresh_food,GAIL's,bakery,,,chain_supermarket
2367508026,51.6003051,0.0197143,independent_fresh_food,Belgique Patisserie,bakery,,,independent_fresh_food
2375585720,51.5562696,-0.0556778,independent_fresh_food,Organic & Natural,greengrocer,,,independent_fresh_food
2395017741,51.4263732,-0.0525384,independent_fresh_food,Fresh and Fruity,greengrocer,,,independent_fresh_food
2404203685,51.3626967,-0.2465364,independent_fresh_food,B Radford & son,butcher,,,independent_fresh_food
2405578186,51.5584584,-0.1179945,independent_fresh_food,Holloway Meat London Ltd,butcher,,,independent_fresh_food
2406756168,51.5713943,-0.2949386,independent_fresh_food,Wenzel's,bakery,,,independent_fresh_food
2406756183,51.5711099,-0.2949512,independent_fresh_food,Insha Allah,butcher,,,independent_fresh_food
2407421182,51.5365065,-0.1438552,independent_fresh_food,Ferreira Delicatessen,deli,,portuguese,independent_fresh_food
2412802410,51.5104933,-0.1217328,independent_fresh_food,Holland & Barrett,health_food,,,other
2429388663,51.365244,-0.1862402,independent_fresh_food,Mad Delicatessen,deli,,,independent_fresh_food
2429746323,51.5650405,-0.1328447,independent_fresh_food,Holloway Road Fruit & Veg,greengrocer,,,independent_fresh_food
2431581968,51.6138534,-0.0946266,independent_fresh_food,JD's Food Group,food,,,other
2434621095,51.5183485,-0.1534117,independent_fresh_food,Blandford Fruit Stores,greengrocer,,,independent_fresh_food
2447991476,51.5711877,-0.2946118,independent_fresh_food,Halal Meat & Poultry,butcher,,,independent_fresh_food
2451290379,51.6303205,-0.0556856,independent_fresh_food,Sirwan Food Centre,greengrocer,,,independent_fresh_food
2451320977,51.6360007,-0.0512599,independent_fresh_food,Richard Morris,butcher,,,independent_fresh_food
2453710058,51.6125718,-0.0651137,independent_fresh_food,Eddie's Meat Market,butcher,,,independent_fresh_food
2462839821,51.4571922,0.0595645,independent_fresh_food,J. Ayre,bakery,,,independent_fresh_food
2462839822,51.4572714,0.0595366,independent_fresh_food,All In a Pickle,deli,,,independent_fresh_food
2483597846,51.4511804,0.0524626,independent_fresh_food,Garden Fruit,greengrocer,,,independent_fresh_food
2510264232,51.4485174,-0.1255049,independent_fresh_food,New Park Fruiterers,greengrocer,,,independent_fresh_food
2515087586,51.420786,0.2309459,independent_fresh_food,Kent's Farm shop,deli,,,independent_fresh_food
2517463847,51.5704202,-0.2946372,independent_fresh_food,Food 4 Less Butchery,butcher,,,independent_fresh_food
2521692055,51.5904497,-0.1431509,independent_fresh_food,Sciene London,health_food,,,independent_fresh_food
2521697183,51.5817956,-0.3327608,independent_fresh_food,Golden Butcher,butcher,,,independent_fresh_food
2536623300,51.509175,-0.1246729,independent_fresh_food,GAIL's,bakery,,,chain_supermarket
2556499738,51.2886514,0.2212995,independent_fresh_food,Unknown,butcher,,,independent_fresh_food
2581381716,51.560892,-0.3581968,independent_fresh_food,U Bobra,deli,,polish,independent_fresh_food
2581381756,51.558374,-0.3611168,independent_fresh_food,Hafiz Shahzad Halal Meat,butcher,,,independent_fresh_food
2598200489,51.2927193,0.3026944,independent_fresh_food,Kent County Butchers,butcher,,,independent_fresh_food
2610004454,51.5634372,-0.3553477,independent_fresh_food,Cake Box,bakery,,,fast_food
2610004456,51.5639797,-0.3540691,independent_fresh_food,Ali Halal Butchers,butcher,,,independent_fresh_food
2610004517,51.5634986,-0.3552836,independent_fresh_food,S.S. Afghan Bazar,butcher,,,independent_fresh_food
2610004529,51.5639326,-0.3547171,independent_fresh_food,South Harrow Fruit & Veg,greengrocer,,,independent_fresh_food
2610004533,51.5639724,-0.3546513,independent_fresh_food,Unknown,butcher,,,independent_fresh_food
2622881096,51.3662751,0.304851,independent_fresh_food,The Granary Bakery,bakery,,,independent_fresh_food
2623487685,51.3622063,-0.192515,independent_fresh_food,Grocery Stand,greengrocer,,,independent_fresh_food
2627120345,51.364325,-0.1934057,independent_fresh_food,Holland & Barrett,health_food,,,other
2629340987,51.5887795,0.0811958,independent_fresh_food,Sheikh Halal,butcher,,,independent_fresh_food
2635266496,51.5286078,-0.1433145,independent_fresh_food,Jesshops,bakery,,,independent_fresh_food
2645677297,51.4381864,-0.1555445,independent_fresh_food,Dee Light Bakery,bakery,cafe,,independent_fresh_food
2656149807,51.5564166,-0.2838558,independent_fresh_food,Wenzel's,bakery,,,independent_fresh_food
2666974366,51.4645008,-0.2381314,independent_fresh_food,Putney Bakery,bakery,,,independent_fresh_food
2669997354,51.4644544,-0.2377103,independent_fresh_food,Salad Bowl,deli,,,independent_fresh_food
2687082147,51.546945,-0.1182086,independent_fresh_food,Green and Flavour,deli,,,independent_fresh_food
2689549509,51.6295359,0.3241161,independent_fresh_food,Roses Bakery,bakery,,,independent_fresh_food
2689555543,51.6305116,0.3276843,independent_fresh_food,A. Gilmore & Sons,greengrocer,,,independent_fresh_food
2689563828,51.6023063,-0.1127121,independent_fresh_food,The Tasty Bakery,bakery,,,independent_fresh_food
2697932861,51.5357717,-0.0616473,independent_fresh_food,Oren Delicatessen,deli,,,independent_fresh_food
2699676449,51.5412439,-0.0575155,independent_fresh_food,E5 Bakehouse,bakery,,,independent_fresh_food
2777902935,51.482497,-0.123815,independent_fresh_food,Tony's Deli,deli,,,independent_fresh_food
